id_venda;id_pedido;data_venda;id_cliente;id_produto;quantidade;preco_tabela_brl;desconto_pct;preco_unitario_brl;valor_bruto_brl;valor_desconto_brl;valor_liquido_brl;custo_total_brl;canal_venda;forma_pagamento
44766;112952;27/12/2024;44;29;2;96,25;10,54;86,11;192,50;20,29;172,21;92,82;Vendedor Externo;Boleto 30/60/90
44767;112953;27/12/2024;115;25;4;1618,05;16,89;1344,77;6472,20;1093,12;5379,08;4927,52;Televendas;Boleto 30/60/90
44768;112953;27/12/2024;115;10;2;359,05;11,11;319,16;718,10;79,77;638,33;432,82;Televendas;Boleto 30/60/90
44769;112953;2024-12-27;115;4;2;69,76;10,14;62,69;139,52;14,14;125,38;77,63;Televendas;Boleto 30/60/90
44770;112954;27/12/2024;4;37;2;1133,17;0,65;1125,76;2266,34;14,81;2251,53;1214,20;Vendedor Externo;Antecipado
44771;112955;27/12/2024;31;23;2;2042,10;4,39;1952,47;4084,20;179,26;3904,94;3109,45;Televendas;Boleto 30/60/90
44772;112955;27/12/2024;31;31;1;604,39;8,03;555,84;604,39;48,55;555,84;312,24;Televendas;Boleto 30/60/90
44773;112956;27/12/2024;7;4;1;69,76;0,55;69,38;69,76;0,38;69,38;38,81;Vendedor Externo;PIX
44774;112957;28/12/2024;53;28;6;116,53;4,28;111,55;699,18;29,90;669,28;336,35;Site;Cartao
44775;112957;28/12/2024;53;14;2;2797,54;2,20;2736,00;5595,08;123,07;5472,01;3670,29;Site;Cartao
44776;112957;28/12/2024;53;5;1;95,32;7,71;87,97;95,32;7,35;87,97;52,91;Site;Cartao
44777;112958;2024-12-28;3;38;2;1288,45;5,50;1217,65;2576,90;141,60;2435,30;1377,37;Marketplace;PIX
44778;112959;2024-12-28;168;14;4;2797,54;0,00;2797,54;11190,16;0,00;11190,16;7340,58;Televendas;Boleto 14
44779;112960;28/12/2024;93;30;4;213,10;6,25;199,79;852,40;53,23;799,17;410,04;Site;Boleto 30/60/90
44780;112960;2024-12-28;93;5;2;95,32;7,30;88,37;190,64;13,91;176,73;105,81;Site;Boleto 30/60/90
44781;112961;28/12/2024;154;28;1;116,53;5,37;110,27;116,53;6,26;110,27;56,06;Marketplace;Boleto 30/60/90
44782;112961;2024-12-28;154;3;1;143,04;3,57;137,94;143,04;5,10;137,94;79,40;Marketplace;Boleto 30/60/90
44783;112961;28/12/2024;154;34;1;428,50;2,01;419,87;428,50;8,63;419,87;220,86;Marketplace;Boleto 30/60/90
44784;112961;28/12/2024;154;29;4;96,25;2,00;94,33;385,00;7,69;377,31;185,21;Marketplace;Boleto 30/60/90
44785;112962;2024-12-28;40;6;2;358,43;6,54;335,01;716,86;46,85;670,01;431,06;Site;Boleto 30/60/90
44786;112962;28/12/2024;40;36;6;1097,51;0,00;1097,51;6585,06;0,00;6585,06;3519,75;Site;Boleto 30/60/90
44787;112962;28/12/2024;40;37;1;1133,17;2,32;1106,92;1133,17;26,25;1106,92;605,69;Site;Boleto 30/60/90
44788;112963;28/12/2024;109;40;1;365,46;6,41;342,05;365,46;23,41;342,05;195,34;Televendas;Boleto 30
44789;112963;28/12/2024;109;36;1;1097,51;5,05;1042,12;1097,51;55,39;1042,12;586,62;Televendas;Boleto 30
44790;112963;2024-12-28;109;19;1;536,90;0,00;536,90;536,90;0,00;536,90;309,93;Televendas;Boleto 30
44791;112963;28/12/2024;109;14;2;2797,54;5,73;2637,38;5595,08;320,33;5274,75;3670,29;Televendas;Boleto 30
44792;112964;2024-12-28;148;26;1;225,73;4,85;214,79;225,73;10,94;214,79;108,59;Televendas;PIX
44793;112964;28/12/2024;148;9;2;510,31;4,38;487,96;1020,62;44,70;975,92;613,72;Televendas;PIX
44794;112964;28/12/2024;148;30;1;213,10;3,96;204,65;213,10;8,45;204,65;102,51;Televendas;PIX
44795;112964;2024-12-28;148;4;1;69,76;4,38;66,70;69,76;3,06;66,70;38,72;Televendas;PIX
44796;112965;28/12/2024;31;15;1;1930,27;4,00;1853,03;1930,27;77,24;1853,03;1266,23;Televendas;Antecipado
44797;112965;2024-12-28;31;26;2;225,73;0,00;225,73;451,46;0,00;451,46;217,18;Televendas;Antecipado
44798;112966;2024-12-28;106;39;2;1299,96;3,38;1256,07;2599,92;87,78;2512,14;1389,68;Televendas;Boleto 30/60/90
44799;112966;2024-12-28;106;35;4;808,52;2,70;786,70;3234,08;87,28;3146,80;1666,89;Televendas;Boleto 30/60/90
44800;112966;28/12/2024;106;40;1;365,46;4,09;350,53;365,46;14,93;350,53;195,34;Televendas;Boleto 30/60/90
44801;112967;2024-12-28;110;24;60;2050,30;15,41;1734,43;123018,00;18952,14;104065,86;93439,72;Site;Boleto 30/60/90
44802;112967;28/12/2024;110;34;60;428,50;20,05;342,59;25710,00;5154,38;20555,62;13251,40;Site;Boleto 30/60/90
44803;112967;28/12/2024;110;8;24;323,11;20,91;255,55;7754,64;1621,49;6133,15;4662,98;Site;Boleto 30/60/90
44804;112967;28/12/2024;110;12;48;3017,53;15,19;2559,16;144841,44;22001,66;122839,78;95013,86;Site;Boleto 30/60/90
44805;112967;28/12/2024;110;20;12;2207,01;14,33;1890,77;26484,12;3794,82;22689,30;15288,42;Site;Boleto 30/60/90
44806;112967;28/12/2024;110;26;60;225,73;11,51;199,75;13543,80;1559,00;11984,80;6515,39;Site;Boleto 30/60/90
44807;112967;2024-12-28;110;35;60;808,52;14,58;690,63;48511,20;7073,37;41437,83;25003,41;Site;Boleto 30/60/90
44808;112967;28/12/2024;110;36;6;1097,51;18,76;891,64;6585,06;1235,24;5349,82;3519,75;Site;Boleto 30/60/90
44809;112968;2024-12-28;120;26;2;225,73;6,45;211,16;451,46;29,14;422,32;217,18;Televendas;Boleto 30
44810;112968;2024-12-28;120;7;1;439,55;0,32;438,16;439,55;1,39;438,16;264,31;Televendas;Boleto 30
44811;112969;28/12/2024;27;37;2;1133,17;2,19;1108,37;2266,34;49,61;2216,73;1211,37;Site;PIX
44812;112969;2024-12-28;27;3;2;143,04;3,59;137,90;286,08;10,28;275,80;158,79;Site;PIX
44813;112969;28/12/2024;27;27;1;62,40;1,21;61,64;62,40;0,76;61,64;30,02;Site;PIX
44814;112970;2024-12-28;134;27;4;62,40;0,00;62,40;249,60;0,00;249,60;120,07;Site;Boleto 30
44815;112971;28/12/2024;3;37;1;1133,17;2,68;1102,84;1133,17;30,33;1102,84;605,69;Vendedor Externo;Boleto 30
44816;112971;28/12/2024;3;16;1;1747,20;2,83;1697,79;1747,20;49,41;1697,79;1008,60;Vendedor Externo;Boleto 30
44817;112972;28/12/2024;114;34;1;428,50;3,35;414,16;428,50;14,34;414,16;220,86;Televendas;PIX
44818;112972;28/12/2024;114;3;4;143,04;2,57;139,36;572,16;14,72;557,44;317,59;Televendas;PIX
44819;112973;2024-12-30;80;1;1;55,03;3,58;53,06;55,03;1,97;53,06;30,61;Televendas;Boleto 30/60/90
44820;112973;2024-12-30;80;29;2;96,25;10,15;86,48;192,50;19,54;172,96;92,79;Televendas;Boleto 30/60/90
44821;112973;30/12/2024;80;26;2;225,73;6,64;210,75;451,46;29,97;421,49;217,62;Televendas;Boleto 30/60/90
44822;112973;30/12/2024;80;34;2;428,50;7,59;395,99;857,00;65,01;791,99;442,61;Televendas;Boleto 30/60/90
44823;112974;30/12/2024;105;33;2;537,85;8,58;491,70;1075,70;92,30;983,40;555,56;Televendas;Boleto 14
44824;112974;2024-12-30;105;31;2;604,39;5,03;573,97;1208,78;60,85;1147,93;624,29;Televendas;Boleto 14
44825;112975;30/12/2024;186;12;4;3017,53;0,00;3017,53;12070,12;0,00;12070,12;7933,89;Televendas;Boleto 14
44826;112975;30/12/2024;186;10;2;359,05;4,11;344,30;718,10;29,51;688,59;432,68;Televendas;Boleto 14
44827;112975;2024-12-30;186;13;1;2116,74;0,00;2116,74;2116,74;0,00;2116,74;1391,37;Televendas;Boleto 14
44828;112976;30/12/2024;56;40;1;365,46;3,49;352,72;365,46;12,74;352,72;195,74;Site;Boleto 30
44829;112976;30/12/2024;56;15;1;1930,27;1,67;1898,12;1930,27;32,15;1898,12;1268,80;Site;Boleto 30
44830;112977;2024-12-30;35;23;1;2042,10;2,31;1994,98;2042,10;47,12;1994,98;1554,25;Vendedor Externo;Antecipado
44831;112977;30/12/2024;35;30;2;213,10;5,70;200,95;426,20;24,30;401,90;205,44;Vendedor Externo;Antecipado
44832;112978;30/12/2024;40;30;1;213,10;6,00;200,31;213,10;12,79;200,31;102,72;Marketplace;Boleto 30/60/90
44833;112978;30/12/2024;40;8;2;323,11;8,28;296,36;646,22;53,49;592,73;389,37;Marketplace;Boleto 30/60/90
44834;112978;30/12/2024;40;22;6;1642,25;1,14;1623,49;9853,50;112,56;9740,94;7499,55;Marketplace;Boleto 30/60/90
44835;112979;30/12/2024;48;19;4;536,90;10,88;478,48;2147,60;233,70;1913,90;1242,25;Site;Cartao
44836;112979;30/12/2024;48;35;12;808,52;2,88;785,20;9702,24;279,79;9422,45;5010,83;Site;Cartao
44837;112979;30/12/2024;48;12;12;3017,53;2,65;2937,46;36210,36;960,86;35249,50;23801,66;Site;Cartao
44838;112979;30/12/2024;48;10;4;359,05;7,54;331,98;1436,20;108,30;1327,90;865,37;Site;Cartao
44839;112979;2024-12-30;48;33;12;537,85;10,84;479,52;6454,20;699,90;5754,30;3333,33;Site;Cartao
44840;112980;30/12/2024;143;11;6;2101,99;4,33;2010,97;12611,94;546,15;12065,79;8290,02;Site;Boleto 30/60/90
44841;112980;30/12/2024;143;9;4;510,31;5,73;481,09;2041,24;116,89;1924,35;1229,92;Site;Boleto 30/60/90
44842;112980;30/12/2024;143;29;6;96,25;0,00;96,25;577,50;0,00;577,50;278,38;Site;Boleto 30/60/90
44843;112981;30/12/2024;127;32;1;463,15;10,82;413,02;463,15;50,13;413,02;239,20;Site;Cartao
44844;112981;30/12/2024;127;14;4;2797,54;9,43;2533,70;11190,16;1055,36;10134,80;7355,47;Site;Cartao
44845;112981;30/12/2024;127;36;4;1097,51;7,53;1014,83;4390,04;330,72;4059,32;2351,26;Site;Cartao
44846;112981;2024-12-30;127;29;4;96,25;4,78;91,65;385,00;18,39;366,61;185,59;Site;Cartao
44847;112982;30/12/2024;144;27;4;62,40;6,66;58,25;249,60;16,62;232,98;120,32;Televendas;Boleto 30/60/90
44848;112982;30/12/2024;144;20;1;2207,01;3,28;2134,59;2207,01;72,42;2134,59;1276,62;Televendas;Boleto 30/60/90
44849;112982;30/12/2024;144;14;1;2797,54;7,62;2584,25;2797,54;213,29;2584,25;1838,87;Televendas;Boleto 30/60/90
44850;112982;30/12/2024;144;8;6;323,11;5,41;305,64;1938,66;104,84;1833,82;1168,11;Televendas;Boleto 30/60/90
44851;112983;2024-12-30;34;18;1;1984,97;2,66;1932,25;1984,97;52,72;1932,25;1148,18;Marketplace;Boleto 30
44852;112983;30/12/2024;34;5;4;95,32;6,08;89,52;381,28;23,20;358,08;212,06;Marketplace;Boleto 30
44853;112983;30/12/2024;34;30;2;213,10;1,91;209,04;426,20;8,12;418,08;205,44;Marketplace;Boleto 30
44854;112984;30/12/2024;114;21;1;1330,44;9,02;1210,37;1330,44;120,07;1210,37;1012,60;Televendas;Boleto 30
44855;112984;30/12/2024;114;29;1;96,25;0,75;95,53;96,25;0,72;95,53;46,40;Televendas;Boleto 30
44856;112985;30/12/2024;152;5;4;95,32;0,00;95,32;381,28;0,00;381,28;212,06;Site;PIX
44857;112985;30/12/2024;152;40;2;365,46;0,71;362,86;730,92;5,19;725,73;391,48;Site;PIX
44858;112986;30/12/2024;104;13;6;2116,74;1,57;2083,41;12700,44;199,99;12500,45;8348,22;Vendedor Externo;Antecipado
44859;112986;30/12/2024;104;12;4;3017,53;9,70;2724,71;12070,12;1171,30;10898,82;7933,89;Vendedor Externo;Antecipado
44860;112986;30/12/2024;104;14;4;2797,54;10,90;2492,52;11190,16;1220,08;9970,08;7355,47;Vendedor Externo;Antecipado
44861;112986;30/12/2024;104;22;2;1642,25;5,39;1553,73;3284,50;177,03;3107,47;2499,85;Vendedor Externo;Antecipado
44862;112986;30/12/2024;104;23;4;2042,10;10,09;1836,09;8168,40;824,05;7344,35;6216,99;Vendedor Externo;Antecipado
44863;112986;30/12/2024;104;30;6;213,10;14,77;181,63;1278,60;188,83;1089,77;616,31;Vendedor Externo;Antecipado
44864;112986;30/12/2024;104;17;4;1251,77;9,28;1135,64;5007,08;464,51;4542,57;2896,29;Vendedor Externo;Antecipado
44865;112986;30/12/2024;104;40;4;365,46;8,61;333,98;1461,84;125,92;1335,92;782,95;Vendedor Externo;Antecipado
44866;112987;30/12/2024;169;31;6;604,39;;599,32;3626,34;30,42;3595,92;1872,86;Televendas;Boleto 30/60/90
44867;112987;2024-12-30;169;7;6;439,55;0,92;435,53;2637,30;24,13;2613,17;1589,06;Televendas;Boleto 30/60/90
44868;112987;30/12/2024;169;21;4;1330,44;3,46;1284,47;5321,76;183,89;5137,87;4050,41;Televendas;Boleto 30/60/90
44869;112987;2024-12-30;169;23;2;2042,10;7,18;1895,43;4084,20;293,34;3790,86;3108,49;Televendas;Boleto 30/60/90
44870;112988;30/12/2024;19;40;2;365,46;19,31;294,87;730,92;141,18;589,74;391,48;Televendas;Cartao
44871;112988;30/12/2024;19;7;4;439,55;8,28;403,17;1758,20;145,52;1612,68;1059,38;Televendas;Cartao
44872;112988;30/12/2024;19;31;12;604,39;12,05;531,56;7252,68;873,91;6378,77;3745,71;Televendas;Cartao
44873;112988;30/12/2024;19;27;4;62,40;9,63;56,39;249,60;24,03;225,57;120,32;Televendas;Cartao
44874;112989;30/12/2024;62;29;4;96,25;6,78;89,73;385,00;26,10;358,90;185,59;Vendedor Externo;Cartao
44875;112989;30/12/2024;62;30;12;213,10;11,47;188,67;2557,20;293,19;2264,01;1232,63;Vendedor Externo;Cartao
44876;112989;30/12/2024;62;12;4;3017,53;8,68;2755,47;12070,12;1048,23;11021,89;7933,89;Vendedor Externo;Cartao
44877;112990;2024-12-30;177;33;2;537,85;3,46;519,22;1075,70;37,26;1038,44;555,56;Televendas;Boleto 30/60/90
44878;112990;30/12/2024;177;22;2;1642,25;5,79;1547,18;3284,50;190,13;3094,37;2499,85;Televendas;Boleto 30/60/90
44879;112991;30/12/2024;27;36;1;1097,51;4,60;1047,00;1097,51;50,51;1047,00;587,81;Vendedor Externo;Boleto 30/60/90
44880;112991;30/12/2024;27;18;2;1984,97;5,21;1881,47;3969,94;207,01;3762,93;2296,37;Vendedor Externo;Boleto 30/60/90
44881;112991;30/12/2024;27;14;1;2797,54;5,11;2654,62;2797,54;142,92;2654,62;1838,87;Vendedor Externo;Boleto 30/60/90
44882;112992;30/12/2024;39;34;6;428,50;0,06;428,22;2571,00;1,65;2569,35;1327,83;Vendedor Externo;Boleto 30/60/90
44883;112992;30/12/2024;39;7;1;439,55;8,07;404,08;439,55;35,47;404,08;264,84;Vendedor Externo;Boleto 30/60/90
44884;112993;2024-12-30;199;33;1;537,85;9,76;485,38;537,85;52,47;485,38;277,78;Marketplace;Boleto 30
44885;112993;30/12/2024;199;31;2;604,39;7,73;557,68;1208,78;93,42;1115,36;624,29;Marketplace;Boleto 30
44886;112993;2024-12-30;199;5;1;95,32;0,00;95,32;95,32;0,00;95,32;53,01;Marketplace;Boleto 30
44887;112994;2024-12-30;60;18;6;1984,97;12,46;1737,65;11909,82;1483,90;10425,92;6889,10;Televendas;Boleto 30/60/90
44888;112994;30/12/2024;60;28;2;116,53;6,57;108,88;233,06;15,30;217,76;112,34;Televendas;Boleto 30/60/90
44889;112994;30/12/2024;60;3;12;143,04;12,64;124,95;1716,48;217,04;1499,44;954,70;Televendas;Boleto 30/60/90
44890;112994;30/12/2024;60;19;12;536,90;7,63;495,93;6442,80;491,62;5951,18;3726,76;Televendas;Boleto 30/60/90
44891;112994;30/12/2024;60;25;2;1618,05;13,10;1406,08;3236,10;423,95;2812,15;2463,00;Televendas;Boleto 30/60/90
44892;112995;30/12/2024;13;25;4;1618,05;6,68;1510,04;6472,20;432,03;6040,17;4926,01;Televendas;Boleto 30
44893;112995;30/12/2024;13;19;1;536,90;5,29;508,48;536,90;28,42;508,48;310,56;Televendas;Boleto 30
44894;112995;30/12/2024;13;7;1;439,55;4,74;418,71;439,55;20,84;418,71;264,84;Televendas;Boleto 30
44895;112996;30/12/2024;197;14;1;2797,54;0,00;2797,54;2797,54;0,00;2797,54;1838,87;Vendedor Externo;Boleto 14
44896;112996;30/12/2024;197;20;2;2207,01;5,58;2083,91;4414,02;246,20;4167,82;2553,24;Vendedor Externo;Boleto 14
44897;112996;30/12/2024;197;13;1;2116,74;6,11;1987,46;2116,74;129,28;1987,46;1391,37;Vendedor Externo;Boleto 14
44898;112997;2024-12-30;159;16;1;1747,20;2,97;1695,38;1747,20;51,82;1695,38;1010,65;Vendedor Externo;PIX
44899;112997;30/12/2024;159;37;4;1133,17;3,33;1095,45;4532,68;150,89;4381,79;2427,66;Vendedor Externo;PIX
44900;112997;30/12/2024;159;35;1;808,52;5,07;767,51;808,52;41,01;767,51;417,57;Vendedor Externo;PIX
44901;112998;30/12/2024;49;8;24;323,11;15,31;273,65;7754,64;1186,96;6567,68;4672,44;Televendas;Boleto 14
44902;112998;30/12/2024;49;7;48;439,55;16,87;365,41;21098,40;3558,88;17539,52;12712,50;Televendas;Boleto 14
44903;112998;30/12/2024;49;19;6;536,90;14,17;460,83;3221,40;456,42;2764,98;1863,38;Televendas;Boleto 14
44904;112998;2024-12-30;49;14;24;2797,54;10,25;2510,83;67140,96;6880,97;60259,99;44132,82;Televendas;Boleto 14
44905;112998;30/12/2024;49;30;48;213,10;16,65;177,61;10228,80;1703,33;8525,47;4930,52;Televendas;Boleto 14
44906;112998;30/12/2024;49;37;24;1133,17;13,39;981,40;27196,08;3642,53;23553,55;14565,96;Televendas;Boleto 14
44907;112998;30/12/2024;49;3;24;143,04;10,90;127,45;3432,96;374,15;3058,81;1909,40;Televendas;Boleto 14
44908;112998;2024-12-30;49;23;24;2042,10;16,11;1713,10;49010,40;7896,01;41114,39;37301,92;Televendas;Boleto 14
44909;112999;30/12/2024;71;11;1;2101,99;0,24;2096,98;2101,99;5,01;2096,98;1381,67;Televendas;Boleto 30/60/90
44910;113000;2024-12-30;104;7;2;439,55;12,63;384,01;879,10;111,07;768,03;529,69;Vendedor Externo;Boleto 30/60/90
44911;113000;30/12/2024;104;33;2;537,85;8,27;493,39;1075,70;88,92;986,78;555,56;Vendedor Externo;Boleto 30/60/90
44912;113001;30/12/2024;82;32;6;463,15;6,16;434,61;2778,90;171,24;2607,66;1435,21;Vendedor Externo;PIX
44913;113001;30/12/2024;82;10;1;359,05;4,94;341,32;359,05;17,73;341,32;216,34;Vendedor Externo;PIX
44914;113001;30/12/2024;82;28;4;116,53;3,60;112,34;466,12;16,76;449,36;224,69;Vendedor Externo;PIX
44915;113001;30/12/2024;82;22;1;1642,25;;1570,76;1642,25;71,49;1570,76;1249,92;Vendedor Externo;PIX
44916;113001;30/12/2024;82;39;2;1299,96;0,00;1299,96;2599,92;0,00;2599,92;1392,50;Vendedor Externo;PIX
44917;113002;30/12/2024;18;37;4;1133,17;3,87;1089,29;4532,68;175,54;4357,14;2427,66;Site;Boleto 14
44918;113002;30/12/2024;18;10;4;359,05;2,40;350,42;1436,20;34,52;1401,68;865,37;Site;Boleto 14
44919;113002;30/12/2024;18;9;2;510,31;2,54;497,36;1020,62;25,90;994,72;614,96;Site;Boleto 14
44920;113002;30/12/2024;18;33;4;537,85;0,45;535,42;2151,40;9,73;2141,67;1111,11;Site;Boleto 14
44921;113003;30/12/2024;23;25;4;1618,05;0,99;1602,02;6472,20;64,12;6408,08;4926,01;Marketplace;Boleto 30/60/90
44922;113003;2024-12-30;23;15;6;1930,27;4,51;1843,30;11581,62;521,84;11059,78;7612,79;Marketplace;Boleto 30/60/90
44923;113003;30/12/2024;23;34;2;428,50;2,84;416,34;857,00;24,33;832,67;442,61;Marketplace;Boleto 30/60/90
44924;113003;30/12/2024;23;31;1;604,39;4,86;575,03;604,39;29,36;575,03;312,14;Marketplace;Boleto 30/60/90
44925;113004;30/12/2024;99;26;4;225,73;8,22;207,18;902,92;74,21;828,71;435,24;Televendas;Antecipado
44926;113004;30/12/2024;99;17;4;1251,77;7,53;1157,52;5007,08;377,01;4630,07;2896,29;Televendas;Antecipado
44927;113004;30/12/2024;99;24;12;2050,30;11,05;1823,75;24603,60;2718,60;21885,00;18725,86;Televendas;Antecipado
44928;113005;30/12/2024;28;18;1;1984,97;1,95;1946,30;1984,97;38,67;1946,30;1148,18;Televendas;Boleto 30/60/90
44929;113005;2024-12-30;28;15;1;1930,27;8,55;1765,23;1930,27;165,04;1765,23;1268,80;Televendas;Boleto 30/60/90
44930;113005;2024-12-30;28;21;2;1330,44;5,53;1256,82;2660,88;147,24;2513,64;2025,21;Televendas;Boleto 30/60/90
44931;113006;30/12/2024;194;29;4;96,25;5,27;91,17;385,00;20,30;364,70;185,59;Vendedor Externo;Boleto 14
44932;113006;2024-12-30;194;36;1;1097,51;12,51;960,27;1097,51;137,24;960,27;587,81;Vendedor Externo;Boleto 14
44933;113006;30/12/2024;194;27;4;62,40;4,58;59,54;249,60;11,43;238,17;120,32;Vendedor Externo;Boleto 14
44934;113007;2024-12-31;15;35;60;808,52;15,09;686,50;48511,20;7321,33;41189,87;24972,49;Site;Boleto 30/60/90
44935;113007;2024-12-31;15;14;60;2797,54;22,06;2180,30;167852,40;37034,31;130818,09;109972,50;Site;Boleto 30/60/90
44936;113007;31/12/2024;15;37;48;1133,17;14,66;967,08;54392,16;7972,30;46419,86;29036,99;Site;Boleto 30/60/90
44937;113007;31/12/2024;15;24;12;2050,30;16,20;1718,08;24603,60;3986,67;20616,93;18664,83;Site;Boleto 30/60/90
44938;113007;31/12/2024;15;30;24;213,10;16,10;178,79;5114,40;823,41;4290,99;2457,22;Site;Boleto 30/60/90
44939;113007;2024-12-31;15;26;12;225,73;18,09;184,89;2708,76;490,06;2218,70;1301,47;Site;Boleto 30/60/90
44940;113007;31/12/2024;15;27;48;62,40;;52,24;2995,20;487,59;2507,61;1439,08;Site;Boleto 30/60/90
44941;113007;31/12/2024;15;40;24;365,46;16,41;305,47;8771,04;1439,64;7331,40;4682,40;Site;Boleto 30/60/90
44942;113008;2024-12-31;56;8;2;323,11;6,26;302,89;646,22;40,43;605,79;388,10;Site;Boleto 30
44943;113008;31/12/2024;56;23;1;2042,10;0,00;2042,10;2042,10;0,00;2042,10;1549,18;Site;Boleto 30
44944;113008;31/12/2024;56;16;2;1747,20;1,72;1717,18;3494,40;60,03;3434,37;2014,71;Site;Boleto 30
44945;113008;31/12/2024;56;6;2;358,43;4,37;342,77;716,86;31,32;685,54;430,52;Site;Boleto 30
44946;113009;2024-12-31;43;23;4;2042,10;4,14;1957,64;8168,40;337,85;7830,55;6196,73;Marketplace;Boleto 30/60/90
44947;113009;31/12/2024;43;35;4;808,52;7,44;748,36;3234,08;240,65;2993,43;1664,83;Marketplace;Boleto 30/60/90
44948;113009;31/12/2024;43;29;6;96,25;8,42;88,15;577,50;48,60;528,90;277,47;Marketplace;Boleto 30/60/90
44949;113010;31/12/2024;17;20;1;2207,01;0,18;2203,03;2207,01;3,98;2203,03;1272,46;Site;Cartao
44950;113010;31/12/2024;17;25;1;1618,05;0,51;1609,72;1618,05;8,33;1609,72;1227,49;Site;Cartao
44951;113010;2024-12-31;17;11;4;2101,99;0,48;2091,98;8407,96;40,03;8367,93;5508,67;Site;Cartao
44952;113010;2024-12-31;17;3;1;143,04;2,93;138,85;143,04;4,19;138,85;79,30;Site;Cartao
44953;113011;31/12/2024;161;19;1;536,90;6,31;503,01;536,90;33,89;503,01;309,55;Televendas;Boleto 30/60/90
44954;113011;2024-12-31;161;5;1;95,32;12,39;83,51;95,32;11,81;83,51;52,84;Televendas;Boleto 30/60/90
44955;113012;31/12/2024;129;11;1;2101,99;1,83;2063,43;2101,99;38,56;2063,43;1377,17;Site;Boleto 30
44956;113012;31/12/2024;129;36;2;1097,51;7,02;1020,51;2195,02;154,00;2041,02;1171,80;Site;Boleto 30
44957;113012;2024-12-31;129;16;2;1747,20;2,46;1704,22;3494,40;85,97;3408,43;2014,71;Site;Boleto 30
44958;113013;2024-12-31;26;10;1;359,05;2,96;348,43;359,05;10,62;348,43;215,64;Televendas;Boleto 30/60/90
44959;113013;31/12/2024;26;36;4;1097,51;2,76;1067,25;4390,04;121,06;4268,98;2343,60;Televendas;Boleto 30/60/90
44960;113013;31/12/2024;26;26;1;225,73;1,50;222,34;225,73;3,39;222,34;108,46;Televendas;Boleto 30/60/90
44961;113014;31/12/2024;121;16;1;1747,20;1,76;1716,44;1747,20;30,76;1716,44;1007,35;Televendas;Boleto 30
44962;113014;31/12/2024;121;1;2;55,03;1,38;54,27;110,06;1,52;108,54;61,01;Televendas;Boleto 30
44963;113014;31/12/2024;121;31;1;604,39;2,53;589,10;604,39;15,29;589,10;311,13;Televendas;Boleto 30
44964;113015;31/12/2024;39;2;4;149,40;0,31;148,94;597,60;1,82;595,78;331,29;Televendas;Boleto 30/60/90
44965;113015;2024-12-31;39;11;6;2101,99;5,79;1980,28;12611,94;730,29;11881,65;8263,00;Televendas;Boleto 30/60/90
44966;113016;31/12/2024;19;9;6;510,31;10,83;455,03;3061,86;331,66;2730,20;1838,87;Vendedor Externo;Boleto 30/60/90
44967;113016;2024-12-31;19;2;6;149,40;7,86;137,65;896,40;70,47;825,93;496,93;Vendedor Externo;Boleto 30/60/90
44968;113016;31/12/2024;19;4;12;69,76;13,55;60,31;837,12;113,43;723,69;464,10;Vendedor Externo;Boleto 30/60/90
44969;113016;31/12/2024;19;22;2;1642,25;11,45;1454,22;3284,50;376,06;2908,44;2491,70;Vendedor Externo;Boleto 30/60/90
44970;113016;31/12/2024;19;19;4;536,90;9,24;487,32;2147,60;198,34;1949,26;1238,21;Vendedor Externo;Boleto 30/60/90
44971;113017;2024-12-31;16;12;60;3017,53;16,32;2524,97;181051,80;29553,68;151498,12;118620,46;Vendedor Externo;PIX
44972;113017;2024-12-31;16;18;48;1984,97;21,06;1566,93;95278,56;20066,15;75212,41;54933,18;Vendedor Externo;PIX
44973;113017;31/12/2024;16;23;6;2042,10;12,28;1791,23;12252,60;1505,20;10747,40;9295,09;Vendedor Externo;PIX
44974;113017;2024-12-31;16;5;12;95,32;19,32;76,91;1143,84;220,95;922,89;634,09;Vendedor Externo;PIX
44975;113017;31/12/2024;16;3;48;143,04;19,44;115,24;6865,92;1334,59;5531,33;3806,36;Vendedor Externo;PIX
44976;113018;31/12/2024;97;39;4;1299,96;8,97;1183,38;5199,84;466,33;4733,51;2775,92;Site;PIX
44977;113019;31/12/2024;41;37;12;1133,17;16,26;948,93;13598,04;2210,82;11387,22;7259,25;Televendas;Antecipado
44978;113019;31/12/2024;41;38;48;1288,45;15,55;1088,11;61845,60;9616,36;52229,24;33016,03;Televendas;Antecipado
44979;113019;2024-12-31;41;5;24;95,32;19,74;76,51;2287,68;451,48;1836,20;1268,19;Televendas;Antecipado
44980;113019;31/12/2024;41;12;48;3017,53;19,59;2426,55;144841,44;28367,20;116474,24;94896,36;Televendas;Antecipado
44981;113019;31/12/2024;41;28;6;116,53;14,77;99,32;699,18;103,24;595,94;335,93;Televendas;Antecipado
44982;113019;31/12/2024;41;16;6;1747,20;12,98;1520,47;10483,20;1360,40;9122,80;6044,13;Televendas;Antecipado
44983;113019;2024-12-31;41;17;6;1251,77;17,14;1037,17;7510,62;1287,63;6222,99;4330,27;Televendas;Antecipado
44984;113019;31/12/2024;41;13;60;2116,74;16,48;1767,87;127004,40;20932,24;106072,16;83210,16;Televendas;Antecipado
